Job Title,Job Url,Company,Location,Summary,Posting Date,Desc
All Rounder/Barista,http://www.indeed.com/company/The-Common-E2/jobs/Rounder-Barista-ba22501d1e5424f4?fccid=d3f8e1e3bb8f61d3&vjs=3,The Common E2,East London,"Minimum 2 year experience in a busy environment or similar role.
Able to treat costumers with a friendly and sociable manner.",30+ days ago,"The Common E2 is a independent cafe and co-work space in Bethnal Green. We are a dedicated and passionate team making quality brunch, lunch specials, homemade cakes and specialty coffee. We thrive to provide our community and team a place where quality, fair trade and work environment matters.We are looking for a all round barista who is pro efficient and motivated, friendly about customers care.As our barista you’re the face and personality of the business and we’ll be proud to have you on our team, we believe in equality and for so helping each other flows naturally - you’ll need to have a team player spirit.On this role you'll be require to work with specialty coffee, provide table service and work on your own when necessary 3 to 4 days a week 07:30am to 4pm (Weekends differ)In this role you will be working closely under the guidance of General Manager and Head BaristaYou can check our instagram @thecommone2 to get an idea of who we are and what we do.The ideal candidate will have:- Minimum 2 year experience in a busy environment or similar role- Have willingness to learn and sharpen your skills and also share your own- Able to treat costumers with a friendly and sociable manner- Bring ideas and proactive mindset- Have good organization and time management skills- Be proactive and punctualYou will be required to:- Be available on weekends- Adhere to Health and safety regulations and keep high standards of hygiene- Confidently deliver consistent quality coffee on regular basis and busy periods- As all rounder you'll be required to do basic cleaning like washing dishes and table service.Perks:- Competitive salary + tips- Sociable working hours- Friendly and respectful work environment- Coffee and meal on duties- Staff Discount for family and friends (25%)- Staff gatherings- Christmas and New Year Day HolidayIf you are interested in this role please include your cover letter - References are also preferable.Job Type: Part-timeSalary: £10.00 per hourAdditional pay:TipsBenefits:Employee discountSchedule:8 hour shiftDay shiftMonday to FridayWeekendsExperience:Barista: 2 years (Required)Hospitality: 2 years (Required)Location:East London, Greater London (Preferred)Job Duties:Answer any customer inquiries, and use your knowledge of store layout and product content to give directions as neededMaintain a clean work environment, keeping register clear for incoming customersOther duties as requestedWork remotely:No"
Barista,http://www.indeed.com/company/The-Colonnade-Hotel/jobs/Barista-5fc87b81397561d8?fccid=ebcf9d31727523ef&vjs=3,Colonnade hotel,London,"Preparing foods, such as sandwiches, coffees presented with hearts in the foam and serving items to customers.
English language must be fluent.",30+ days ago,"We are looking for an expert coffee maker, who is outgoing, friendly, polite, presentable, smiley, positive and engaging. English language must be fluent. Someone who is passionate about luxury cakes, coffee and juices and who can advice and help customers choose their selection in a very helpful way. We have opened a luxury coffee cart with the highest of standards of patisserie cakes, a light savoury menu, macaroons, coffee and juices. You will need to greet customers, answer their questions, take orders, accept payments, serve food and drinks. You will also maintain a clean and well-stocked workspace, update displays, and continuously expand your knowledge of food and beverage. Our mobile wheeled coffee cart should be taken out every morning and put back every evening.To succeed as a barista, you should be committed to providing customers with excellent service. You should be positive, friendly, knowledgeable, and polite.Barista Responsibilities:Welcoming customers, informing them about specials or new items, answering questions, and accepting orders and payments.Preparing foods, such as sandwiches, coffees presented with hearts in the foam and serving items to customers.Packaging food for sale.Cleaning and restocking the cart and work space area sanitizing equipment and utensilsUpdating signage and displays to attract customers.Taking inventory and replenishing items in display cases, or behind the counter.Working in as part of a fun, high-energy team.Adhering to all food safety regulations and quality controls.Requirements:Experience in food and beverage preparation or customer service is compulsoryLevel 1 latte artTraining and willingness to continue learning about food and beverage preparation.Exceptional listening and communication skills.Availability to work around peak hours, including early mornings, weekends, and holidays.A polite, engaging personality.Commitment to customer satisfaction and service excellence.Willingness to work as part of a high-energy, efficient team.Job Type: Part-timeSalary: Up to £9.00 per hourAdditional pay:TipsBenefits:Discounted or free foodSchedule:10 hour shiftDay shiftWeekendsCOVID-19 considerations:Baristas will be provided with their personal apron face covering and gloves. Sanitising products will be provided.Experience:Customer service: 1 year (Preferred)Hospitality: 1 year (Preferred)Location:London W9 (Preferred)Job Duties:Operate all aspects of the register, including cash and card transactions, scanners, and scalesMaintain an accurate cash drawer, ensuring that all transactions are accounted for by the end of the shiftAssist customers with bagging and carrying products as neededMaintain a clean work environment, keeping register clear for incoming customersOther duties as requestedWork remotely:No"
"Barista - Store# 16936, LONDON - MITCHAM ROAD - TOOTIN",http://www.indeed.com/rc/clk?jk=c840e8cd7a219b0a&fccid=a88e611ddef97571&vjs=3,Starbucks,London,Maintains a calm demeanor during periods of high volume or unusual events to keep store operating to standard and to set a positive example for the shift team.,30+ days ago,"This position contributes to Starbucks success by providing legendary customer service to all customers. This job creates the Starbucks Experience for our customers by providing customers with prompt service, quality beverages and products, and maintaining a clean and comfortable store environment. Models and acts in accordance with Starbucks guiding principles.Summary of Key ResponsibilitiesResponsibilities and essential job functions include but are not limited to the following behaviours:Achieving ResultsMaintains a calm demeanor during periods of high volume or unusual events to keep store operating to standard and to set a positive example for the shift team.Anticipates customer and store needs by constantly evaluating environment and customers for cues.Communicates information to manager so that the team can respond as necessary to create the Third Place environment during each shift.Delivers legendary customer service to all customers by acting with a customer comes first attitude and connecting with the customer.Discovers and responds to customer needs.Follows Starbucks operational policies and procedures, including those for cash handling and safety and security, to ensure the safety of all partners during each shift.Maintains a clean and organized workspace so that partners can locate resources and product as needed.Provides quality beverages, whole bean, and food products consistently for all customers by adhering to all recipe and presentation standards.Follows health, safety and sanitation guidelines for all products.Maintains regular and punctual attendance.Helping Others SucceedAssists with new partner training by positively reinforcing successful performance and giving respectful and encouraging coaching as needed.Contributes to positive team environment by recognizing alarms or changes in partner morale and performance and communicating them to the store manager.Recognizes and reinforces individual and team accomplishments by using existing organizational methods.Living Our Mission & ValuesActs with integrity, honesty and knowledge that promote the culture, values and mission of Starbucks.Experience & Qualifications:No previous experience requiredMaintain regular and consistent attendance and punctualityAvailable to work flexible hours that may include early mornings, evenings, weekends, nights and/or holidaysMeet store operating policies and standards, including providing quality beverages and food products, cash handling and store safety and securityJob Number: 180002456"
"Barista - Store# 12224, CLERKENWELL - GOSWEL",http://www.indeed.com/rc/clk?jk=fe851e74892d6750&fccid=a88e611ddef97571&vjs=3,Starbucks,London,Maintains a calm demeanor during periods of high volume or unusual events to keep store operating to standard and to set a positive example for the shift team.,30+ days ago,"This position contributes to Starbucks success by providing legendary customer service to all customers. This job creates the Starbucks Experience for our customers by providing customers with prompt service, quality beverages and products, and maintaining a clean and comfortable store environment. Models and acts in accordance with Starbucks guiding principles.Summary of Key ResponsibilitiesResponsibilities and essential job functions include but are not limited to the following behaviours:Achieving ResultsMaintains a calm demeanor during periods of high volume or unusual events to keep store operating to standard and to set a positive example for the shift team.Anticipates customer and store needs by constantly evaluating environment and customers for cues.Communicates information to manager so that the team can respond as necessary to create the Third Place environment during each shift.Delivers legendary customer service to all customers by acting with a customer comes first attitude and connecting with the customer.Discovers and responds to customer needs.Follows Starbucks operational policies and procedures, including those for cash handling and safety and security, to ensure the safety of all partners during each shift.Maintains a clean and organized workspace so that partners can locate resources and product as needed.Provides quality beverages, whole bean, and food products consistently for all customers by adhering to all recipe and presentation standards.Follows health, safety and sanitation guidelines for all products.Maintains regular and punctual attendance.Helping Others SucceedAssists with new partner training by positively reinforcing successful performance and giving respectful and encouraging coaching as needed.Contributes to positive team environment by recognizing alarms or changes in partner morale and performance and communicating them to the store manager.Recognizes and reinforces individual and team accomplishments by using existing organizational methods.Living Our Mission & ValuesActs with integrity, honesty and knowledge that promote the culture, values and mission of Starbucks.Experience & Qualifications:No previous experience requiredMaintain regular and consistent attendance and punctualityAvailable to work flexible hours that may include early mornings, evenings, weekends, nights and/or holidaysMeet store operating policies and standards, including providing quality beverages and food products, cash handling and store safety and securityJob Number:180002050"
"Barista - Store# 12326, CANARY WHARF - JUBIL",http://www.indeed.com/rc/clk?jk=023527b3c474e6c6&fccid=a88e611ddef97571&vjs=3,Starbucks,London,Maintains a calm demeanor during periods of high volume or unusual events to keep store operating to standard and to set a positive example for the shift team.,30+ days ago,"This position contributes to Starbucks success by providing legendary customer service to all customers. This job creates the Starbucks Experience for our customers by providing customers with prompt service, quality beverages and products, and maintaining a clean and comfortable store environment. Models and acts in accordance with Starbucks guiding principles.Summary of Key ResponsibilitiesResponsibilities and essential job functions include but are not limited to the following behaviours:Achieving ResultsMaintains a calm demeanor during periods of high volume or unusual events to keep store operating to standard and to set a positive example for the shift team.Anticipates customer and store needs by constantly evaluating environment and customers for cues.Communicates information to manager so that the team can respond as necessary to create the Third Place environment during each shift.Delivers legendary customer service to all customers by acting with a customer comes first attitude and connecting with the customer.Discovers and responds to customer needs.Follows Starbucks operational policies and procedures, including those for cash handling and safety and security, to ensure the safety of all partners during each shift.Maintains a clean and organized workspace so that partners can locate resources and product as needed.Provides quality beverages, whole bean, and food products consistently for all customers by adhering to all recipe and presentation standards.Follows health, safety and sanitation guidelines for all products.Maintains regular and punctual attendance.Helping Others SucceedAssists with new partner training by positively reinforcing successful performance and giving respectful and encouraging coaching as needed.Contributes to positive team environment by recognizing alarms or changes in partner morale and performance and communicating them to the store manager.Recognizes and reinforces individual and team accomplishments by using existing organizational methods.Living Our Mission & ValuesActs with integrity, honesty and knowledge that promote the culture, values and mission of Starbucks.Experience & Qualifications:No previous experience requiredMaintain regular and consistent attendance and punctualityAvailable to work flexible hours that may include early mornings, evenings, weekends, nights and/or holidaysMeet store operating policies and standards, including providing quality beverages and food products, cash handling and store safety and securityJob Number: 180002130"
"Barista - Store# 12081, CANARY WHARF - CANAD",http://www.indeed.com/rc/clk?jk=a6298f465734b166&fccid=a88e611ddef97571&vjs=3,Starbucks,London,Maintains a calm demeanor during periods of high volume or unusual events to keep store operating to standard and to set a positive example for the shift team.,30+ days ago,"This position contributes to Starbucks success by providing legendary customer service to all customers. This job creates the Starbucks Experience for our customers by providing customers with prompt service, quality beverages and products, and maintaining a clean and comfortable store environment. Models and acts in accordance with Starbucks guiding principles.Summary of Key ResponsibilitiesResponsibilities and essential job functions include but are not limited to the following behaviours:Achieving ResultsMaintains a calm demeanor during periods of high volume or unusual events to keep store operating to standard and to set a positive example for the shift team.Anticipates customer and store needs by constantly evaluating environment and customers for cues.Communicates information to manager so that the team can respond as necessary to create the Third Place environment during each shift.Delivers legendary customer service to all customers by acting with a customer comes first attitude and connecting with the customer.Discovers and responds to customer needs.Follows Starbucks operational policies and procedures, including those for cash handling and safety and security, to ensure the safety of all partners during each shift.Maintains a clean and organized workspace so that partners can locate resources and product as needed.Provides quality beverages, whole bean, and food products consistently for all customers by adhering to all recipe and presentation standards.Follows health, safety and sanitation guidelines for all products.Maintains regular and punctual attendance.Helping Others SucceedAssists with new partner training by positively reinforcing successful performance and giving respectful and encouraging coaching as needed.Contributes to positive team environment by recognizing alarms or changes in partner morale and performance and communicating them to the store manager.Recognizes and reinforces individual and team accomplishments by using existing organizational methods.Living Our Mission & ValuesActs with integrity, honesty and knowledge that promote the culture, values and mission of Starbucks.Experience & Qualifications:No previous experience requiredMaintain regular and consistent attendance and punctualityAvailable to work flexible hours that may include early mornings, evenings, weekends, nights and/or holidaysMeet store operating policies and standards, including providing quality beverages and food products, cash handling and store safety and securityJob Number: 180001924"
Part time Barista/All Rounder,http://www.indeed.com/company/Apemen-and-the-Bean/jobs/Barista-Rounder-f2fdd26fa0edabe7?fccid=fe767808377d8f3a&vjs=3,Apemen and the Bean,London,"Part time barista position working OUTDOORS , weekends only .
MUST have at least 2 years experience working as a skilled barista in a high volume establishment …",4 days ago,"Part time barista position working OUTDOORS , weekends only .MUST have at least 2 years experience working as a skilled barista in a high volume establishment .11am to 3pm Saturday11am to 3pm SundayPart-time hours: 8 per weekExpected start date: 09/01/2021Job Types: Part-time, TemporarySalary: £10.00 per hourAdditional pay:TipsBenefits:Casual dressEmployee discountOn-site parkingSchedule:Day shiftWeekendsExperience:Customer service: 2 years (Required)Hospitality: 2 years (Required)Location:London N6 6PJ (Preferred)Job Duties:Maintain a clean work environment, keeping register clear for incoming customersOther duties as requestedWork remotely:No"
"Barista - Store# 12265, SWISS COTTAGE - 02 C",http://www.indeed.com/rc/clk?jk=2387c75eb9e0ab50&fccid=a88e611ddef97571&vjs=3,Starbucks,London,Maintains a calm demeanor during periods of high volume or unusual events to keep store operating to standard and to set a positive example for the shift team.,30+ days ago,"This position contributes to Starbucks success by providing legendary customer service to all customers. This job creates the Starbucks Experience for our customers by providing customers with prompt service, quality beverages and products, and maintaining a clean and comfortable store environment. Models and acts in accordance with Starbucks guiding principles.Summary of Key ResponsibilitiesResponsibilities and essential job functions include but are not limited to the following behaviours:Achieving ResultsMaintains a calm demeanor during periods of high volume or unusual events to keep store operating to standard and to set a positive example for the shift team.Anticipates customer and store needs by constantly evaluating environment and customers for cues.Communicates information to manager so that the team can respond as necessary to create the Third Place environment during each shift.Delivers legendary customer service to all customers by acting with a customer comes first attitude and connecting with the customer.Discovers and responds to customer needs.Follows Starbucks operational policies and procedures, including those for cash handling and safety and security, to ensure the safety of all partners during each shift.Maintains a clean and organized workspace so that partners can locate resources and product as needed.Provides quality beverages, whole bean, and food products consistently for all customers by adhering to all recipe and presentation standards.Follows health, safety and sanitation guidelines for all products.Maintains regular and punctual attendance.Helping Others SucceedAssists with new partner training by positively reinforcing successful performance and giving respectful and encouraging coaching as needed.Contributes to positive team environment by recognizing alarms or changes in partner morale and performance and communicating them to the store manager.Recognizes and reinforces individual and team accomplishments by using existing organizational methods.Living Our Mission & ValuesActs with integrity, honesty and knowledge that promote the culture, values and mission of Starbucks.Experience & Qualifications:No previous experience requiredMaintain regular and consistent attendance and punctualityAvailable to work flexible hours that may include early mornings, evenings, weekends, nights and/or holidaysMeet store operating policies and standards, including providing quality beverages and food products, cash handling and store safety and securityJob Number: 180002078"
"Barista - Store# 12898, SURREY QUAYS - UNIT",http://www.indeed.com/rc/clk?jk=7546b99854acdd58&fccid=a88e611ddef97571&vjs=3,Starbucks,London,Maintains a calm demeanor during periods of high volume or unusual events to keep store operating to standard and to set a positive example for the shift team.,30+ days ago,"This position contributes to Starbucks success by providing legendary customer service to all customers. This job creates the Starbucks Experience for our customers by providing customers with prompt service, quality beverages and products, and maintaining a clean and comfortable store environment. Models and acts in accordance with Starbucks guiding principles.Summary of Key ResponsibilitiesResponsibilities and essential job functions include but are not limited to the following behaviours:Achieving ResultsMaintains a calm demeanor during periods of high volume or unusual events to keep store operating to standard and to set a positive example for the shift team.Anticipates customer and store needs by constantly evaluating environment and customers for cues.Communicates information to manager so that the team can respond as necessary to create the Third Place environment during each shift.Delivers legendary customer service to all customers by acting with a customer comes first attitude and connecting with the customer.Discovers and responds to customer needs.Follows Starbucks operational policies and procedures, including those for cash handling and safety and security, to ensure the safety of all partners during each shift.Maintains a clean and organized workspace so that partners can locate resources and product as needed.Provides quality beverages, whole bean, and food products consistently for all customers by adhering to all recipe and presentation standards.Follows health, safety and sanitation guidelines for all products.Maintains regular and punctual attendance.Helping Others SucceedAssists with new partner training by positively reinforcing successful performance and giving respectful and encouraging coaching as needed.Contributes to positive team environment by recognizing alarms or changes in partner morale and performance and communicating them to the store manager.Recognizes and reinforces individual and team accomplishments by using existing organizational methods.Living Our Mission & ValuesActs with integrity, honesty and knowledge that promote the culture, values and mission of Starbucks.Experience & Qualifications:No previous experience requiredMaintain regular and consistent attendance and punctualityAvailable to work flexible hours that may include early mornings, evenings, weekends, nights and/or holidaysMeet store operating policies and standards, including providing quality beverages and food products, cash handling and store safety and securityJob Number: 180002400"
"Barista - Store# 12027, BAYSWATER - QUEENSWA",http://www.indeed.com/rc/clk?jk=8c64fecf326cb5af&fccid=a88e611ddef97571&vjs=3,Starbucks,London,Maintains a calm demeanor during periods of high volume or unusual events to keep store operating to standard and to set a positive example for the shift team.,30+ days ago,"This position contributes to Starbucks success by providing legendary customer service to all customers. This job creates the Starbucks Experience for our customers by providing customers with prompt service, quality beverages and products, and maintaining a clean and comfortable store environment. Models and acts in accordance with Starbucks guiding principles.Summary of Key ResponsibilitiesResponsibilities and essential job functions include but are not limited to the following behaviours:Achieving ResultsMaintains a calm demeanor during periods of high volume or unusual events to keep store operating to standard and to set a positive example for the shift team.Anticipates customer and store needs by constantly evaluating environment and customers for cues.Communicates information to manager so that the team can respond as necessary to create the Third Place environment during each shift.Delivers legendary customer service to all customers by acting with a customer comes first attitude and connecting with the customer.Discovers and responds to customer needs.Follows Starbucks operational policies and procedures, including those for cash handling and safety and security, to ensure the safety of all partners during each shift.Maintains a clean and organized workspace so that partners can locate resources and product as needed.Provides quality beverages, whole bean, and food products consistently for all customers by adhering to all recipe and presentation standards.Follows health, safety and sanitation guidelines for all products.Maintains regular and punctual attendance.Helping Others SucceedAssists with new partner training by positively reinforcing successful performance and giving respectful and encouraging coaching as needed.Contributes to positive team environment by recognizing alarms or changes in partner morale and performance and communicating them to the store manager.Recognizes and reinforces individual and team accomplishments by using existing organizational methods.Living Our Mission & ValuesActs with integrity, honesty and knowledge that promote the culture, values and mission of Starbucks.Experience & Qualifications:No previous experience requiredMaintain regular and consistent attendance and punctualityAvailable to work flexible hours that may include early mornings, evenings, weekends, nights and/or holidaysMeet store operating policies and standards, including providing quality beverages and food products, cash handling and store safety and securityJob Number: 180001886"
"Barista - Store# 12565, BEXLEYHEATH - BROADW",http://www.indeed.com/rc/clk?jk=b66c5a3917daa8ad&fccid=a88e611ddef97571&vjs=3,Starbucks,Bexleyheath,Maintains a calm demeanor during periods of high volume or unusual events to keep store operating to standard and to set a positive example for the shift team.,30+ days ago,"This position contributes to Starbucks success by providing legendary customer service to all customers. This job creates the Starbucks Experience for our customers by providing customers with prompt service, quality beverages and products, and maintaining a clean and comfortable store environment. Models and acts in accordance with Starbucks guiding principles.Summary of Key ResponsibilitiesResponsibilities and essential job functions include but are not limited to the following behaviours:Achieving ResultsMaintains a calm demeanor during periods of high volume or unusual events to keep store operating to standard and to set a positive example for the shift team.Anticipates customer and store needs by constantly evaluating environment and customers for cues.Communicates information to manager so that the team can respond as necessary to create the Third Place environment during each shift.Delivers legendary customer service to all customers by acting with a customer comes first attitude and connecting with the customer.Discovers and responds to customer needs.Follows Starbucks operational policies and procedures, including those for cash handling and safety and security, to ensure the safety of all partners during each shift.Maintains a clean and organized workspace so that partners can locate resources and product as needed.Provides quality beverages, whole bean, and food products consistently for all customers by adhering to all recipe and presentation standards.Follows health, safety and sanitation guidelines for all products.Maintains regular and punctual attendance.Helping Others SucceedAssists with new partner training by positively reinforcing successful performance and giving respectful and encouraging coaching as needed.Contributes to positive team environment by recognizing alarms or changes in partner morale and performance and communicating them to the store manager.Recognizes and reinforces individual and team accomplishments by using existing organizational methods.Living Our Mission & ValuesActs with integrity, honesty and knowledge that promote the culture, values and mission of Starbucks.Experience & Qualifications:No previous experience requiredMaintain regular and consistent attendance and punctualityAvailable to work flexible hours that may include early mornings, evenings, weekends, nights and/or holidaysMeet store operating policies and standards, including providing quality beverages and food products, cash handling and store safety and securityJob Number: 180002246"
"Barista - Store# 12372, CAMDEN - LOCK KEEPER",http://www.indeed.com/rc/clk?jk=e7f66fad47f61879&fccid=a88e611ddef97571&vjs=3,Starbucks,London,Maintains a calm demeanor during periods of high volume or unusual events to keep store operating to standard and to set a positive example for the shift team.,30+ days ago,"This position contributes to Starbucks success by providing legendary customer service to all customers. This job creates the Starbucks Experience for our customers by providing customers with prompt service, quality beverages and products, and maintaining a clean and comfortable store environment. Models and acts in accordance with Starbucks guiding principles.Summary of Key ResponsibilitiesResponsibilities and essential job functions include but are not limited to the following behaviours:Achieving ResultsMaintains a calm demeanor during periods of high volume or unusual events to keep store operating to standard and to set a positive example for the shift team.Anticipates customer and store needs by constantly evaluating environment and customers for cues.Communicates information to manager so that the team can respond as necessary to create the Third Place environment during each shift.Delivers legendary customer service to all customers by acting with a customer comes first attitude and connecting with the customer.Discovers and responds to customer needs.Follows Starbucks operational policies and procedures, including those for cash handling and safety and security, to ensure the safety of all partners during each shift.Maintains a clean and organized workspace so that partners can locate resources and product as needed.Provides quality beverages, whole bean, and food products consistently for all customers by adhering to all recipe and presentation standards.Follows health, safety and sanitation guidelines for all products.Maintains regular and punctual attendance.Helping Others SucceedAssists with new partner training by positively reinforcing successful performance and giving respectful and encouraging coaching as needed.Contributes to positive team environment by recognizing alarms or changes in partner morale and performance and communicating them to the store manager.Recognizes and reinforces individual and team accomplishments by using existing organizational methods.Living Our Mission & ValuesActs with integrity, honesty and knowledge that promote the culture, values and mission of Starbucks.Experience & Qualifications:No previous experience requiredMaintain regular and consistent attendance and punctualityAvailable to work flexible hours that may include early mornings, evenings, weekends, nights and/or holidaysMeet store operating policies and standards, including providing quality beverages and food products, cash handling and store safety and securityJob Number: 180002154"
Starbucks Barista,http://www.indeed.com/rc/clk?jk=4dd2ddd0d9ba6147&fccid=ee052f6e9d098e10&vjs=3,Euro Garages,Hounslow,"Provide a fantastic customer service experience and make every moment right.
Be happy, friendly, smile and have fun.",6 days ago,"Who are Euro Garages?If you haven’t already heard of us or visited one of our amazing stores, then here’s what you need to know about us… We are one of the UK’s fastest growing and most recognised forecourt operators and we are partnered with all of your well known favourite brands including Starbucks, KFC, Greggs, Subway and Burger King!Our employees are at the heart of what we do and we owe our success to our fantastic teams, that’s why we need passionate, motivated and customer focused people like you to join our EG family! Put it this way, we started out with one petrol station in 2001 and have since acquired over 360 UK sites and now have a huge presence across Europe, US, Italy, Germany and Australia… so the progression opportunities are endless!What will my role look like?Our Starbucks stores have become a beacon for coffee lovers everywhere and our baristas are the reason our customers can count on a genuine service, an inviting atmosphere and a superb cup of expertly roasted and richly brewed coffee every time. Every day you can work towards achieving two things: sharing great coffee with our friends and help make communities a little better…get to know us and you’ll see, we are so much more than what we brew!As a Starbucks Barista you are an important part of our customers’ day and your main priority is to ensure our customers are provided excellent customer service alongside perfect delicious beverages every time. Our stores are modern and stylish and we need passionate, friendly and motivated employees to make them even better. In this role you will become an expert in coffee and our products so if you love to work in a fast paced vibrant store, engage with different people every day, feel like part of a family and have fun then this role is perfect for you!What would my main responsibilities be?Provide a fantastic customer service experience and make every moment rightBe happy, friendly, smile and have funPrepare and serve our popular truly loved beveragesEnsure that our stores look presentable and vibrantDo I have what it takes?Of course you do! If you haven’t made coffee before, don’t worry as you don’t need any experience! We will upskill you and ensure you trained to the highest standards. As long as you are customer focused, aren’t afraid of hard work and thrive in a fun environment then you definitely have what it takes!What’s in it for me?EG Cares is our benefits & rewards scheme, it’s our way of saying thank you to our EG family in recognition of the continued support and commitment you deliver every day.Employee Discounts - You will be entitled to 15% off our food-to-go brands and 10% our retail stores, not only this our EG Cares platform entitles you to exclusive discounts at a variety of clothing / retail stores, restaurants, cinemas and much more!Work Anniversary Awards – We appreciate how loyal our employees are and to say thank you we reward colleagues when you hit milestones!Recognition & Discretionary Bonus Schemes – We know a hard worker when we see one! If you are our employee of the month, expect a reward! If your store performs well then you could be entitled to a well-deserved bonus!Progression & Career Opportunities – We look to promote and progress our employees within the business and also have other high profile brands and countries you could potentially move into… the opportunities really are endless with Euro GaragesCompassionate Leave – We care about our employees and offer 3 days paid compassionate leaveEmployee Assistance Programme – Telephone counselling and confidential support for personal / legal / medical / health and wellbeing issues is now available 24/7 for our employees through our EG Cares Employee Assistance Programme!Death in Service – At EG Group, we believe employees can be their best when they feel supported and have benefit plans that give them security and peace of mind!Learning & Development - We are committed to helping you develop new skills to be the best version of you!Our People - You will work alongside our amazing employees, have fun and be a part of our familyAPPLY NOW and start your fantastic career as our Starbucks Barista! We pride ourselves on training, development and progression so this application is just the start!"
Barista/All Rounder,http://www.indeed.com/company/Caffe-Papavero/jobs/Barista-Rounder-28fc91c358890ec4?fccid=10a879717d16d19c&vjs=3,Caffe Papavero,Bexley,"To keep staff safe we have installed protective screens and will provided masks, gloves and hand sanitizer.
Customer service: 5 years (Preferred).",8 days ago,"Coffee Barista wanted to work in a busy and fast paced coffee shop in Bexley on a part time basis between Monday - Friday 5:00am-11:00pm. You will need to have had previous experience of working in an similar environment. Please drop me a message if interested.Expected start date: 11/01/2021Job Types: Temporary, PermanentSalary: £9.50-£10.00 per hourAdditional pay:TipsBenefits:Discounted or free foodOn-site parkingSchedule:Monday to FridayNo weekendsOvertimeCOVID-19 considerations:To keep staff safe we have installed protective screens and will provided masks, gloves and hand sanitizerExperience:Customer service: 5 years (Preferred)Barista: 3 years (Required)Location:Bexley DA5 (Required)Work remotely:No"
Coffee Barista/Cafe All Rounder,http://www.indeed.com/company/Bridge-Park-Hotel/jobs/Coffee-Barista-Cafe-Rounder-361ff566e3fab929?fccid=79aa9baaace039e0&vjs=3,Bridge Park Hotel,London,"Preparing foods, such as Full English Breakfast, sandwiches, and brewing coffee and tea, and serving items to customers.
Customer service: 1 year (Preferred).",24 days ago,"Welcoming customers, informing them about specials or new items, answering questions, and accepting orders and payments.Prepare and serve coffee and tea drinks that meet quality standards. Must have previous experience in using the espresso machines & latte art.Preparing foods, such as Full English Breakfast, sandwiches, and brewing coffee and tea, and serving items to customers.Cleaning and restocking work and dining areas, emptying trash, and sanitizing equipment and utensils.Taking inventory and replenishing items in display cases, at tables, or behind the counter.Working in as part of a team.Adhering to all food safety regulations and quality controls.Reference ID: CAFE2021Expected start date: 05/01/2021Job Types: Part-time, Contract, PermanentSalary: Up to £8.72 per hourBenefits:On-site parkingSchedule:Monday to FridayWeekendsExperience:Customer service: 1 year (Preferred)Barista: 1 year (Required)Location:London NW10 8BN (Preferred)Work remotely:No"
Barista,http://www.indeed.com/company/Theobalds-Park-Op-Co-Ltd/jobs/Barista-05b775b701a7d2d5?fccid=b68f0901d1d3c442&vjs=3,Birch (Handle.Silk.Comet),Cheshunt,"Making a wide range of coffees and beverages to our guests, mixing and brewing them to their personal tastes.
To promote a helpful image to the customer, giving…",30+ days ago,"About UsBirch creates spaces where you can rest, explore, connect, work, taste, move or dance as you wish – all in one place. Each space is designed to act as an escape from urban living, a chance to release and reset, free from the judgements, expectations and constraints of daily life. Employing art, food, health (mind & body), craft, music and nature as our brand pillars, think Summertime pool parties at the Lido, making bread in our immersive bakery, ceramics workshops in our in-house potters room or a boutique spin class in our Wellness Centre. Initially it is a series of lifestyle retreat hotels, based a stone’s throw from a city, enabling city residents the opportunity to escape and play but not needing to jump in the car for hours, our first property set in 55 Acres with 140 bedrooms is based just 30 mins form Liverpool StreetThe roleThis role would be working in one of our in house Stores Shop to deliver fantastic beverages and a high quality service to our members and visitors, maximising on all sales opportunities. We are looking for dynamic people to welcome all our guests, making them feel at home and relaxed, whilst offering a service that is second to none.Key Responsibilities & DutiesMaking a wide range of coffees and beverages to our guests, mixing and brewing them to their personal tastes.Assisting in order taking and service of in house prepared snacks and pastries fresh from our bakery.Ensuring that there is clear and accurate communication between colleagues/departments to allow all requests to be met on time and to the expected standard.Assisting in maintaining the cleanliness of the department.To promote a helpful image to the customer, giving full co-operation to any customer requiring attentionTo anticipate customer needs whenever possible to enhance the quality of service offeredHandle guest queries and complaints and take the appropriate action to ensure total guest satisfaction is achieved. Communicate any problems to senior management, and liaise with them with complaints beyond your controlTo support the achievement of weekly, monthly and quarterly goals and targets within the departmentMust Haves:Key wordsPositiveConfidentGood ListenerTeam PlayerThe PerksWorking amongst friendsA collaborative, supportive work environmentA place where your opinions and views are welcome and appreciatedAccess to fresh air and open spacesThe ability to be part of the founding team to shape a new brand and be part of its continuous evolutionA place to learn with talent development programmes and skills workshops - Drinks Master Classes & Team TripsAccess to our employee wellness programme,F&F discountsJob Types: Full-time, Part-timeSalary: £9.00-£9.50 per hourAdditional pay:TipsBenefits:Casual dressDiscounted or free foodEmployee discountFree or subsidised travelGym membershipOn-site parkingStore discountsWellness programmesFlexible Working Options Available:Part-timeJob Duties:Operate all aspects of the register, including cash and card transactions, scanners, and scalesAnswer any customer inquiries, and use your knowledge of store layout and product content to give directions as neededMaintain a clean work environment, keeping register clear for incoming customersOther duties as requestedWork remotely:No"
